"id","name_tc","description_tc","slug","series_last_rows","series_names"
"35382","美國薩瓦納港-貨櫃吞吐量","薩瓦納港為全美第四、美國東岸第二的貨櫃港口，2020 年合計處理超過 460 萬個 20 呎標準貨櫃（TEU），佔美國海運貨物約一成。","port-of-savannah-monthly-container-counts","[[[""2024-09-01"",""450716.0000""],[""2024-10-01"",""494261.0000""]],[[""2024-09-01"",11.860738696435574],[""2024-10-01"",10.078684742108697]]]","[""薩瓦納港-貨櫃吞吐量(L)"", ""薩瓦納港-貨櫃吞吐量(年增率,R)""]"
"35383","美國-西北海港聯盟-貨櫃吞吐量","位於美國西岸的塔可瑪港和西雅圖港口於 2015 年 8 月組建西北海港聯盟（Northwest Seaport Alliance, NWSA），是由兩個獨立港口共同治理的海運貨運業務合作夥伴關係。西北海港聯盟為全美第五、美國西岸第三大貨櫃港口，2020 年合計處理超過 330 萬個 20 呎標準貨櫃（TEU），佔美國海運貨物逾 5% 。","northwest-seaport-alliance-monthly-container-counts","[[[""2024-09-01"",""334518.4900""],[""2024-10-01"",""273354.5500""]],[[""2024-09-01"",0.8543291445875959],[""2024-10-01"",-0.46282649770548956]]]","[""西北海港聯盟-貨櫃吞吐量(L)"", ""西北海港聯盟-貨櫃吞吐量(年增率,R)""]"
"35384","全球-船期準班率&延誤天數","由丹麥航運諮詢機構 Sea Intelligence 每月發佈的 Global Liner Report，針對全球 60 個主要貨櫃航運公司、 12,000 艘船隻進行資料整理、分析。

準班率 = （總航次數-脫班航次數）/ 總航次數。

準班（on time）一般定義為船舶預計與實際到港時間的差距不超過一個工作天。","sea-intelligence-global-liner-report","[[[""2025-01-01"",""51.3454""],[""2025-02-01"",""54.9067""]],[[""2024-12-01"",""5.3275""],[""2025-01-01"",""5.3207""]]]","[""全球貨櫃船期準班率(L)"", ""全球遲到船隻平均延誤天數(R)""]"
"81138","Nvidia-總營收","Nvidia Corporation（股票代號：NVDA）成立於 1993 年，由黃仁勳（Jensen Huang）、 Chris Malachowsky 和 Curtis Priem 共同創辦，最初以設計圖形處理器（GPU）而聞名，如今已成為跨足人工智能、遊戲、自駕車等領域的科技巨頭。

Nvidia 的核心價值在於技術創新，其強大的 GPU 技術成為多個領域的關鍵驅動力。公司不僅在遊戲行業引領潮流，也在深度學習和高性能運算領域取得重大突破，協助解決複雜的計算問題。透過不斷的技術創新，Nvidia 持續擴大其用戶基礎，並進一步提升其產品和服務的價值。","nvda-total-revenue","[[[""2024-07-01"",""35082.0000""],[""2024-10-01"",""39331.0000""]],[[""2024-07-01"",93.6092715231788],[""2024-10-01"",77.9441704745962]]]","[""Nvidia-總營收(L)"", ""Nvidia-總營收(年增率,R)""]"
"35559","中國-彭博信貸脈衝指數","信貸脈衝為新增信貸對國內生產毛額的比重，為衡量一國信貸循環的重要領先指標，通常景氣開始復甦時，信貸脈衝指數會逐漸向上攀升。

過去來看，中國的信貸脈衝與 GDP 較無太大相關性，但與房價指數有著高度正相關，主要原因是過去在遇到經濟危機時，中國政府時常利用房地產做為刺激內需的主要手段，這也使的經濟復甦時，新增的信貸大多是流向房地產，但在近年中國政府逐漸加大對於房地產的調控下，信貸脈衝與房價增速出現了脫鉤，而這些新增的貸款反而轉向了股市。","china-credit-impulse-index","[[[""2025-02-01"",""22.6400""],[""2025-03-01"",""23.3400""]],[[""2025-02-01"",""-4.8000""],[""2025-03-01"",""-4.5000""]],[[""2025-04-29"",""3775.0767""],[""2025-04-30"",""3777.8250""]]]","[""中國-彭博信貸脈衝指數(L)"", ""中國-總體房價(年增率,L)"", ""中國-滬深300(R)""]"
"35584","美國-美銀美林美債選擇權波動率(MOVE)","此指標反映美債期貨的波動程度，並被視為是美債期限溢價的觀察指標(長短利差)。","us-treasury-move-index","[[[""2025-04-24"",""108.2800""],[""2025-04-25"",""105.7900""]]]","[""美國-美銀美林美債選擇權波動率(MOVE)""]"
"35720","美國-S&P 500 每股盈餘","S&P500 EPS 綜合了循環性消費、非循環性消費、工業、科技產業、原材料產業、通訊產業、房地產行業、能源、公用事業、金融業、醫療照護等十一項行業整體 EPS 的表現。而未來一年的 EPS 預估值則是根據 S&P Global 統計每次財報公佈後 S&P 500 成份公司至下一個財年逐季的財務預測。

註 1：S&P500 當季（含）以後的 EPS 數據為 S&P Dow Jones Indices 官網 forward 預測值。

註 2：本圖表 EPS 為 Operating EPS，與市場上常被討論的 EPS 主要差異在於前者計算時排除了「非常規」營收項目。 Operating EPS　計算方式是將營業利潤（普通營收減去非常規營收），除以當期流通在外普通加權平均股數，其中非常規營收項目並未明文規範於公認會計原則（GAAP）中，而是留予各企業自行評判。","sp500-eps","[[[""2026-07-01"",""77.6300""],[""2026-10-01"",""80.0900""]],[[""2026-07-01"",14.144978679605924],[""2026-10-01"",13.474071975063765]],[[""2025-04-25"",""5525.2100""],[""2025-04-28"",""5528.7500""]]]","[""美國-S&P 500-每股盈餘(L)"", ""美國-S&P 500-每股盈餘(年增率,R)"", ""美國-S&P 500(R)""]"
"35721","美國-S&P 500-循環性消費類股","S&P500-循環性消費類股 EPS 代表美國 S&P500 指數中循環性消費類股的 EPS 表現。

指數編製方式為市值加權方式，代表公司包含了 Amazon 、 Tesla 、 Home Depot 、 NIKE 、 McDonald's 等企業。

註：當季（含）以後的 EPS 數據為 S&P Dow Jones Indices 官網 forward 預測值。","sp500-consumer-discretionary","[[[""2026-07-01"",""20.0200""],[""2026-10-01"",""18.0900""]],[[""2026-07-01"",12.535132096683533],[""2026-10-01"",8.910295003010237]],[[""2025-02-27"",""1700.9491""],[""2025-02-28"",""1731.5150""]]]","[""美國-S&P 500-循環性消費-每股盈餘(L)"", ""美國-S&P 500-循環性消費-每股盈餘(年增率,R)"", ""美國-S&P 500-循環性消費類股指數(R)""]"
"35722","美國-S&P 500-非循環性消費類股","S&P500-非循環性消費類股-EPS 代表美國 S&P500 指數中非循環性消費類股的 EPS 表現。

指數編製方式為市值加權方式，代表公司包含了 Coca-Cola 、 Pepsico 、 WalMart 等企業。

註：當季（含）以後的 EPS 數據為 S&P Dow Jones Indices 官網 forward 預測值。","sp500-consumer-staples-eps","[[[""2025-07-01"",""11.0300""],[""2025-10-01"",""10.5100""]],[[""2025-07-01"",9.424603174603167],[""2025-10-01"",9.593326381647548]],[[""2024-11-12"",""867.5932""],[""2024-11-13"",""869.9916""]]]","[""美國-S&P 500-非循環性消費-每股盈餘(L)"", ""美國-S&P 500-非循環性消費-每股盈餘(年增率,R)"", ""美國-S&P 500-非循環性消費類股(R)""]"
"35724","美國-S&P 500-能源類股","S&P500-能源產業 EPS 代表美國 S&P500 指數中，整體能源產業的 EPS 表現。

指數編製方式為市值加權方式，代表公司包含了 Baker Hughes 、 Cabot 、 Conocophillips 、 Chevron Corp 、 Devon Energy Corp 、 Eog Resources 等企業。

註：當季（含）以後的 EPS 數據為 S&P Dow Jones Indices 官網 forward 預測值。","sp500-energy-eps","[[[""2025-07-01"",""12.9700""],[""2025-10-01"",""12.8400""]],[[""2025-07-01"",16.531895777178793],[""2025-10-01"",18.341013824884794]],[[""2024-11-12"",""717.4585""],[""2024-11-13"",""723.4689""]]]","[""美國-S&P 500-能源-每股盈餘(L)"", ""美國-S&P 500-能源-每股盈餘(年增率,R)"", ""美國-S&P 500-能源類股指數(R)""]"
"35725","美國-S&P 500-金融類股","S&P500 - 金融類股 EPS 為 S&P500 中，整體金融業 EPS 的表現。

指數編製方式為市值加權方式，代表公司包含了 Berkshire Hathaway 、 JP Morgan Chase 、 Bank of America Corp 、 Wells Fargo & Co 、 Citigroup Inc 、 Morgan Stanley 、 Goldman Sachs 等企業。

註：當季（含）以後的 EPS 數據為 S&P Dow Jones Indices 官網 forward 預測值。","sp-500-financials-eps","[[[""2026-07-01"",""14.0500""],[""2026-10-01"",""14.6700""]],[[""2026-07-01"",11.95219123505976],[""2026-10-01"",11.814024390243908]],[[""2025-03-14"",""805.3339""],[""2025-03-17"",""814.7254""]]]","[""美國-S&P 500-金融類股-每股盈餘(L)"", ""美國-S&P 500-金融類股-每股盈餘(年增率,R)"", ""美國-S&P 500-金融類股指數(R)""]"
"35726","美國-S&P 500-醫療保健類股","S&P500-醫療保健類股-EPS 代表美國 S&P500 指數中，整體醫療保健產業的 EPS 表現。

指數編製方式為市值加權方式，代表公司包含了 Johnson & Johnson 、 Unitedhealth 、 Pfizer 、 Abbott Laboratories 、 AbbVie Inc.、 Merck & Co 等企業。

註：當季（含）以後的 EPS 數據為 S&P Dow Jones Indices 官網 forward 預測值。","sp500-health-care-eps","[[[""2026-07-01"",""27.0400""],[""2026-10-01"",""26.4800""]],[[""2026-07-01"",8.769106999195493],[""2026-10-01"",9.602649006622517]],[[""2025-04-15"",""1604.6309""],[""2025-04-16"",""1588.5617""]]]","[""美國-S&P 500-醫療保健-每股盈餘(L)"", ""美國-S&P 500-醫療保健-每股盈餘(年增率,R)"", ""美國-S&P 500-醫療保健類股指數(R)""]"
"35727","美國-S&P 500-工業類股","S&P500-工業 EPS 代表美國 S&P500 指數中，整體工業的 EPS 表現。

指數編製方式為市值加權方式，代表公司包含了 Honeywell 、 United Parcel Service 、 Union Pacific 、 Boeing 、 Caterpillar 、 General Electric 、 3M  等企業。

註：當季（含）以後的 EPS 數據為 S&P Dow Jones Indices 官網 forward 預測值。","sp500-industrials-eps","[[[""2025-07-01"",""13.7100""],[""2025-10-01"",""13.7600""]],[[""2025-07-01"",23.960216998191683],[""2025-10-01"",19.860627177700344]],[[""2024-11-12"",""1199.2482""],[""2024-11-13"",""1201.8207""]]]","[""美國-S&P 500-工業-每股盈餘(L)"", ""美國-S&P 500-工業-每股盈餘(年增率,R)"", ""美國-S&P 500-工業類股指數(R)""]"
"35728","台灣-台積電[2330]-營收按業務分類","台積電為全球晶片製造的主要供應商，業務包括智慧型手機、高效能運算、車用電子、消費性電子、物聯網。","tw-revenue-segment","[[[""2024-07-01"",""258295328.6200""],[""2024-10-01"",""303961412.3000""]],[[""2024-07-01"",""387442992.9300""],[""2024-10-01"",""460284424.3400""]],[[""2024-07-01"",""37984607.1500""],[""2024-10-01"",""34738447.1200""]],[[""2024-07-01"",""7596921.4300""],[""2024-10-01"",""8684611.7800""]],[[""2024-07-01"",""53178450.0100""],[""2024-10-01"",""43423058.9000""]],[[""2024-07-01"",21.137009758295186],[""2024-10-01"",13.006298361531906]],[[""2024-07-01"",68.72654930619686],[""2024-10-01"",71.12382323317688]],[[""2024-07-01"",38.95127589922095],[""2024-10-01"",11.069047532477052]],[[""2024-07-01"",-30.52436205038953],[""2024-10-01"",-30.581845291646964]],[[""2024-07-01"",8.073214588282958],[""2024-10-01"",38.83630941559632]]]","[""智慧型手機"", ""高效能運算"", ""車用電子"", ""消費性電子"", ""物聯網"", ""智慧型手機(年增率)"", ""高效能運算(年增率)"", ""車用電子(年增率)"", ""消費性電子(年增率)"", ""物聯網(年增率)""]"
"35729","美國-S&P 500-通訊類股","S&P500-通訊類股-EPS 代表美國 S&P500 指數中，整體通訊服務產業 EPS 表現。

指數編製方式為市值加權方式，代表公司包含 AT&T 、 Verizon Communications 、 Comcast 、 Walt Disney 、 Meta 等企業。

註：當季（含）以後的 EPS 數據為 S&P Dow Jones Indices 官網 forward 預測值。","sp500-communication-services-eps","[[[""2026-07-01"",""5.1900""],[""2026-10-01"",""5.6700""]],[[""2026-07-01"",15.077605321507775],[""2026-10-01"",18.37160751565762]],[[""2025-02-27"",""344.1773""],[""2025-02-28"",""348.8868""]]]","[""美國-S&P 500-通訊類股-每股盈餘(L)"", ""美國-S&P 500-通訊類股-每股盈餘(年增率,R)"", ""美國-S&P 500-通訊類股指數(R)""]"
"35730","美國-S&P 500-科技類股","S&P500-資訊科技產業 EPS 代表美國 S&P500 指數中，整體資訊科技產業的 EPS 表現。

指數編製方式為市值加權方式，代表公司公司包含了 Apple 、 Microsoft 、 Nvidia 、  Adobe 、 Intel 等企業。

註：當季（含）以後的 EPS 數據為 S&P Dow Jones Indices 官網 forward 預測值。","sp500-information-technology-eps","[[[""2025-03-04"",""4256.3406""],[""2025-03-05"",""4315.4539""]],[[""2026-07-01"",""46.7900""],[""2026-10-01"",""51.6100""]]]","[""美國-S&P 500-科技-每股盈餘(L)"", ""美國-S&P 500-科技-每股盈餘(年增率,R)"", ""美國-S&P 500-科技類股指數(R)""]"
"35731","美國-S&P 500-原材料類股","S&P500-原材料類股-EPS 代表美國 S&P500 指數中，整體基礎材料產業的 EPS 表現。

指數編製方式為市值加權方式，代表公司包含了 Freeport-Mcmoran 、 Newmont Mining 、 Dow 、 Amcor 、 DuPont De Nemours 等企業。

註：當季（含）以後的 EPS 數據為 S&P Dow Jones Indices 官網 forward 預測值。","sp-500-materials-eps","[[[""2026-07-01"",""7.6500""],[""2026-10-01"",""7.3300""]],[[""2026-07-01"",12.17008797653959],[""2026-10-01"",11.398176291793312]],[[""2025-03-10"",""539.9227""],[""2025-03-11"",""535.5421""]],[[""2024-07-01"",""2.7000""],[""2024-10-01"",""2.5000""]]]","[""美國-S&P 500-原材料-每股盈餘(L)"", ""美國-S&P 500-原材料-每股盈餘(年增率,R)"", ""美國-S&P 500-原材料類股指數(R)""]"
"35733","美國-S&P 500-公用事業類股","S&P500-公用事業類股-EPS 代表美國 S&P500 指數中，整體公用事業的 EPS 表現。

指數編製方式為市值加權方式，代表公司包含 Nextera Energy 、 Exelon Corp 、 The Aes Corp 、 Southern Company 、 Centerpoint Energy 等企業。

註：當季（含）以後的 EPS 數據為 S&P Dow Jones Indices 官網 forward 預測值。","sp500-utilities-eps","[[[""2025-07-01"",""6.4600""],[""2025-10-01"",""5.2900""]],[[""2025-07-01"",2.7027027027027013],[""2025-10-01"",19.683257918552037]],[[""2025-01-13"",""379.7760""],[""2025-01-14"",""384.7018""]]]","[""美國-S&P 500-公用事業-每股盈餘(L)"", ""美國-S&P 500-公用事業-每股盈餘(年增率,R)"", ""美國-S&P 500-公用事業類股指數(R)""]"
"35734","美國-S&P 500-房地產類股","S&P500-房地產類股 EPS 代表美國 S&P500 指數中，整體房地產行業的 EPS 表現。

指數編製方式為市值加權方式，指數由 Host Marriott Financial Trust 、 Kimco Realty 、 Weyerhaeuser 、 Simon Property 、 United Dominion Realty 、 Healthpeak Properties  等 29 間房地產公司組成。

註：當季（含）以後的 EPS 數據為 S&P Dow Jones Indices 官網 forward 預測值。","sp-500-real-estate-eps","[[[""2025-07-01"",""1.9800""],[""2025-10-01"",""2.1300""]],[[""2025-07-01"",19.277108433734945],[""2025-10-01"",19.662921348314597]],[[""2024-11-15"",""269.2471""],[""2024-11-18"",""271.5157""]]]","[""美國-S&P 500-房地產-每股盈餘(L)"", ""美國-S&P 500-房地產-每股盈餘(年增率,R)"", ""美國-S&P 500-房地產類股指數(R)""]"
"35763","美國-電腦與電子產品存貨出貨比vs.半導體週期","美國耐久財存貨出貨比，為美國耐久財存貨除以出貨的比值。因此當比值下滑時，代表出貨速度大於存貨，通常為需求較強勁的時候；反之，當比值出現上升時，代表市場上存貨堆積的速度大於出貨，這時應為需求較為疲弱時。

美國作為重要的電子產品消費國，其電腦及電子產品的存貨出貨狀況，可作為判斷半導體終端商品需求的指標之一。","us-computer-and-electronic-product-inventory-to-shipment-ratio-vs-semiconductor-cycle","[[[""2024-12-01"",""1.8200""],[""2025-01-01"",""1.8100""]],[[""2024-12-01"",""20241737.3333""],[""2025-01-01"",""19536602.0000""]]]","[""美國-電腦及電子產品-存貨出貨比(L)"", ""美國-半導體銷售金額(R)""]"
"35767","美國-S&P 500各板塊指數EPS ","S&P 500 EPS 綜合了循環性消費、非循環性消費、工業、科技產業、原材料產業、通訊產業、房地產行業、能源、公用事業、金融業、醫療照護等十一項行業整體 EPS 的表現。

註：當季（含）以後的 EPS 數據為 S&P 官網 forward 預測值。本圖表 EPS 為 Operating EPS，計算方式為稅後淨利 / 當期流通在外普通股加權平均股數","sp500-eps-by-industry","[[[""2026-07-01"",""77.6300""],[""2026-10-01"",""80.0900""]],[[""2026-07-01"",""6.9900""],[""2026-10-01"",""5.5000""]],[[""2026-07-01"",""7.5000""],[""2026-10-01"",""7.1900""]],[[""2026-07-01"",""14.6700""],[""2026-10-01"",""14.8500""]],[[""2026-07-01"",""19.1400""],[""2026-10-01"",""18.0200""]],[[""2026-07-01"",""2.0000""],[""2026-10-01"",""2.1900""]],[[""2026-07-01"",""46.5100""],[""2026-10-01"",""51.8600""]],[[""2026-07-01"",""13.4900""],[""2026-10-01"",""13.3400""]],[[""2026-07-01"",""4.9900""],[""2026-10-01"",""5.4700""]],[[""2026-07-01"",""27.1400""],[""2026-10-01"",""26.6200""]],[[""2026-07-01"",""13.8200""],[""2026-10-01"",""14.4900""]],[[""2026-07-01"",""11.4200""],[""2026-10-01"",""11.0700""]]]","[""美國-S&P500-EPS"", ""公用事業類股"", ""原材料類股"", ""工業類股"", ""循環性消費類股"", ""房地產類股"", ""科技類股"", ""能源類股"", ""通訊類股"", ""醫療保健類股"", ""金融類股"", ""非循環性消費類股""]"
